GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC01,HC01_MOE_VC01,HC02_EST_VC01,HC02_MOE_VC01,HC03_EST_VC01,HC03_MOE_VC01,HC04_EST_VC01,HC04_MOE_VC01,HC05_EST_VC01,HC05_MOE_VC01,HC06_EST_VC01,HC06_MOE_VC01,HC01_EST_VC02,HC01_MOE_VC02,HC02_EST_VC02,HC02_MOE_VC02,HC03_EST_VC02,HC03_MOE_VC02,HC04_EST_VC02,HC04_MOE_VC02,HC05_EST_VC02,HC05_MOE_VC02,HC06_EST_VC02,HC06_MOE_VC02,HC01_EST_VC03,HC01_MOE_VC03,HC02_EST_VC03,HC02_MOE_VC03,HC03_EST_VC03,HC03_MOE_VC03,HC04_EST_VC03,HC04_MOE_VC03,HC05_EST_VC03,HC05_MOE_VC03,HC06_EST_VC03,HC06_MOE_VC03,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC03_EST_VC04,HC03_MOE_VC04,HC04_EST_VC04,HC04_MOE_VC04,HC05_EST_VC04,HC05_MOE_VC04,HC06_EST_VC04,HC06_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC03_EST_VC05,HC03_MOE_VC05,HC04_EST_VC05,HC04_MOE_VC05,HC05_EST_VC05,HC05_MOE_VC05,HC06_EST_VC05,HC06_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC03_EST_VC06,HC03_MOE_VC06,HC04_EST_VC06,HC04_MOE_VC06,HC05_EST_VC06,HC05_MOE_VC06,HC06_EST_VC06,HC06_MOE_VC06,HC01_EST_VC07,HC01_MOE_VC07,HC02_EST_VC07,HC02_MOE_VC07,HC03_EST_VC07,HC03_MOE_VC07,HC04_EST_VC07,HC04_MOE_VC07,HC05_EST_VC07,HC05_MOE_VC07,HC06_EST_VC07,HC06_MOE_VC07,HC01_EST_VC08,HC01_MOE_VC08,HC02_EST_VC08,HC02_MOE_VC08,HC03_EST_VC08,HC03_MOE_VC08,HC04_EST_VC08,HC04_MOE_VC08,HC05_EST_VC08,HC05_MOE_VC08,HC06_EST_VC08,HC06_MOE_VC08,HC01_EST_VC09,HC01_MOE_VC09,HC02_EST_VC09,HC02_MOE_VC09,HC03_EST_VC09,HC03_MOE_VC09,HC04_EST_VC09,HC04_MOE_VC09,HC05_EST_VC09,HC05_MOE_VC09,HC06_EST_VC09,HC06_MOE_VC09,HC01_EST_VC10,HC01_MOE_VC10,HC02_EST_VC10,HC02_MOE_VC10,HC03_EST_VC10,HC03_MOE_VC10,HC04_EST_VC10,HC04_MOE_VC10,HC05_EST_VC10,HC05_MOE_VC10,HC06_EST_VC10,HC06_MOE_VC10,HC01_EST_VC11,HC01_MOE_VC11,HC02_EST_VC11,HC02_MOE_VC11,HC03_EST_VC11,HC03_MOE_VC11,HC04_EST_VC11,HC04_MOE_VC11,HC05_EST_VC11,HC05_MOE_VC11,HC06_EST_VC11,HC06_MOE_VC11,HC01_EST_VC12,HC01_MOE_VC12,HC02_EST_VC12,HC02_MOE_VC12,HC03_EST_VC12,HC03_MOE_VC12,HC04_EST_VC12,HC04_MOE_VC12,HC05_EST_VC12,HC05_MOE_VC12,HC06_EST_VC12,HC06_MOE_VC12,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC03_EST_VC13,HC03_MOE_VC13,HC04_EST_VC13,HC04_MOE_VC13,HC05_EST_VC13,HC05_MOE_VC13,HC06_EST_VC13,HC06_MOE_VC13,HC01_EST_VC14,HC01_MOE_VC14,HC02_EST_VC14,HC02_MOE_VC14,HC03_EST_VC14,HC03_MOE_VC14,HC04_EST_VC14,HC04_MOE_VC14,HC05_EST_VC14,HC05_MOE_VC14,HC06_EST_VC14,HC06_MOE_VC14,HC01_EST_VC17,HC01_MOE_VC17,HC02_EST_VC17,HC02_MOE_VC17,HC03_EST_VC17,HC03_MOE_VC17,HC04_EST_VC17,HC04_MOE_VC17,HC05_EST_VC17,HC05_MOE_VC17,HC06_EST_VC17,HC06_MOE_VC17
0400000US24,24,Maryland,2994301,14042,44.7,0.4,17.3,0.4,21.8,0.4,8.1,0.3,8.1,0.3,18715,2765,28.5,5.4,6.9,2.9,8.9,3.4,46.1,6.3,9.6,3.5,206702,7475,20.9,1.5,0.9,0.4,7.9,0.9,66.5,1.6,3.8,0.6,132906,5875,36.2,1.8,1.5,0.6,16.8,1.6,5.7,1.0,39.8,1.9,58072,3815,17.9,2.1,1.2,0.8,50.1,3.1,4.4,1.5,26.4,2.9,297853,9111,10.8,0.9,4.8,0.7,67.9,1.5,4.2,0.6,12.3,1.2,125229,5792,13.0,1.5,3.0,0.8,25.4,2.2,10.7,1.3,47.8,2.6,63017,4178,59.5,2.8,3.1,1.1,24.9,2.5,8.0,1.8,4.5,1.1,176928,6813,49.5,1.9,4.1,1.0,40.7,1.7,2.6,0.6,3.1,1.1,445063,10845,63.4,1.3,15.8,1.0,14.8,0.8,2.0,0.4,4.0,0.5,725233,11758,66.4,0.9,19.6,0.9,11.5,0.6,0.9,0.2,1.6,0.2,249825,7973,19.1,1.2,62.8,1.6,13.9,0.9,1.2,0.4,2.9,0.6,168189,6630,28.1,1.6,33.9,2.0,12.7,1.3,14.3,1.5,11.0,1.5,326569,9244,61.1,1.3,18.1,1.1,17.0,1.1,2.0,0.4,1.7,0.3,13.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
0400000US25,25,Massachusetts,3470655,19542,44.7,0.4,17.8,0.3,21.8,0.4,6.9,0.2,8.7,0.2,16554,3053,31.8,6.7,4.2,2.3,9.2,4.3,49.2,7.9,5.7,2.7,193323,7132,16.9,1.7,0.5,0.2,5.7,0.7,73.4,1.7,3.6,0.8,314594,8844,43.0,1.3,1.7,0.4,15.0,0.9,3.6,0.5,36.7,1.3,82484,4868,22.3,2.4,1.2,0.6,50.7,2.5,4.5,1.3,21.3,2.4,364577,9479,14.3,1.0,4.2,0.6,67.2,1.4,3.9,0.6,10.3,0.8,126832,6471,13.0,1.3,3.1,0.7,25.8,1.9,8.5,1.2,49.6,2.6,87834,4758,58.6,2.9,2.7,0.7,26.2,2.8,9.0,1.5,3.6,1.3,255440,7584,55.6,1.6,3.0,0.7,38.4,1.5,1.5,0.4,1.5,0.4,457935,9705,65.6,1.2,13.9,0.8,15.3,0.9,1.6,0.3,3.5,0.5,967026,14287,66.5,0.8,20.2,0.7,11.2,0.5,0.8,0.1,1.3,0.2,311605,10195,20.5,1.2,64.0,1.4,11.5,0.8,0.8,0.3,3.3,0.6,151383,7464,22.2,1.9,46.8,2.2,11.7,1.3,11.1,1.3,8.2,1.3,141068,6407,39.5,2.0,37.8,2.3,17.2,1.7,3.6,0.8,1.8,0.5,12.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
0400000US26,26,Michigan,4448034,20901,35.2,0.4,17.9,0.3,23.0,0.3,7.8,0.2,16.0,0.3,57429,3053,34.5,2.7,2.9,0.9,5.0,0.9,50.0,2.6,7.6,1.4,219286,5496,17.6,1.1,0.9,0.4,6.8,0.8,70.1,1.2,4.6,0.7,817198,13645,31.3,0.8,1.5,0.2,11.0,0.4,5.7,0.4,50.6,0.9,106458,5591,16.4,1.5,1.0,0.3,53.8,2.5,5.2,0.9,23.6,2.4,496674,9882,9.7,0.6,4.3,0.4,70.3,0.8,4.6,0.4,11.0,0.5,180014,5728,13.4,1.3,2.2,0.5,23.6,1.5,9.4,1.0,51.5,2.1,75112,3349,45.6,2.8,4.0,1.1,34.4,2.9,11.6,2.1,4.4,1.1,239607,8060,42.8,1.5,4.4,0.7,48.2,1.6,2.8,0.4,1.8,0.4,411257,9168,49.8,1.1,20.2,1.0,19.0,0.9,2.5,0.3,8.5,0.7,1053120,14113,60.9,0.7,24.0,0.6,12.1,0.5,0.6,0.1,2.3,0.2,428017,10071,16.6,0.9,65.9,1.1,12.5,0.8,0.8,0.2,4.1,0.4,209493,7978,23.3,1.2,35.3,1.6,14.7,1.0,16.4,1.1,10.4,1.0,154369,4779,39.4,1.8,32.4,1.6,23.4,1.2,2.9,0.5,1.9,0.5,10.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
0400000US27,27,Minnesota,2864517,12336,40.4,0.4,16.5,0.4,22.5,0.3,7.8,0.2,12.9,0.3,68495,2931,51.8,2.1,2.6,0.8,2.8,0.6,35.8,2.1,7.1,1.3,159645,4526,18.8,1.4,0.4,0.2,6.6,0.8,69.4,1.7,4.9,0.6,386671,8490,33.7,1.1,1.8,0.4,14.6,0.7,4.5,0.5,45.5,1.2,84496,4203,20.4,1.8,1.7,0.7,50.2,2.2,6.3,0.9,21.5,2.1,312671,6914,15.3,1.0,4.2,0.5,65.8,1.4,4.4,0.6,10.3,0.8,132943,5112,14.3,1.4,2.1,0.5,23.3,1.6,8.2,1.0,52.1,1.9,51800,2431,56.2,2.8,2.0,0.8,31.1,2.8,7.8,1.3,2.9,0.8,201553,5645,52.3,1.4,2.8,0.6,42.1,1.4,1.4,0.3,1.4,0.4,278812,7682,58.5,1.5,13.9,1.4,18.6,1.1,2.3,0.5,6.8,0.8,713950,10613,63.7,0.8,23.0,0.7,10.5,0.5,0.6,0.1,2.2,0.2,251815,10014,18.6,1.3,65.7,1.6,12.0,0.9,0.9,0.2,2.8,0.5,122926,4033,27.2,1.8,34.6,1.9,13.9,1.2,14.5,1.2,9.8,1.1,98740,3738,45.9,1.8,27.8,1.9,21.3,1.6,3.4,0.6,1.6,0.4,10.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
0400000US28,28,Mississippi,1208586,11246,31.1,0.8,17.7,0.5,23.7,0.6,11.3,0.5,16.3,0.6,41557,3464,23.5,3.3,3.3,1.5,6.5,2.4,52.3,4.7,14.5,3.3,83221,5011,15.5,2.3,1.6,0.7,6.2,1.4,66.8,3.3,9.9,2.3,157084,6583,15.8,1.7,2.1,0.5,10.5,1.2,10.8,1.5,60.8,2.1,29329,3207,12.8,3.7,0.8,0.7,53.0,5.6,4.0,1.6,29.4,5.3,150051,7004,7.0,1.2,5.0,0.9,73.2,2.2,5.0,1.0,9.8,1.4,67784,4657,12.6,2.4,2.0,1.0,20.2,2.8,10.2,1.8,55.0,3.3,15466,2241,44.2,6.2,2.8,2.7,36.9,6.7,14.5,4.0,1.6,1.3,55637,4394,40.6,3.8,2.8,1.1,52.2,3.9,2.0,0.9,2.4,0.9,83449,5414,41.6,3.0,26.7,2.4,20.2,2.2,3.9,1.3,7.6,1.4,287084,8176,64.2,1.5,20.9,1.4,11.2,1.0,1.4,0.4,2.3,0.4,115100,6312,16.5,1.8,61.5,2.7,17.7,2.1,1.4,0.5,2.9,0.8,58318,4347,23.3,3.1,35.1,4.0,12.9,2.2,17.9,2.7,10.9,2.2,64506,4264,37.5,2.5,35.6,3.1,17.6,2.1,5.5,1.6,3.8,1.2,9.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
0400000US29,29,Missouri,2805646,16034,36.0,0.5,17.7,0.4,24.8,0.4,8.6,0.3,12.7,0.3,48158,3476,46.9,3.1,2.5,1.2,3.7,1.4,39.8,3.2,7.1,1.7,163188,6167,17.1,1.4,0.2,0.1,6.5,0.9,70.8,1.6,5.4,0.9,309896,8080,26.8,1.2,2.3,0.5,12.1,0.9,6.7,0.7,52.1,1.2,79566,4271,19.1,1.7,0.9,0.5,53.4,2.5,5.6,1.3,20.9,2.3,343604,10318,11.7,0.9,4.7,0.6,69.0,1.1,4.3,0.5,10.3,0.8,138886,5353,13.8,1.5,2.6,0.7,22.3,1.9,11.2,1.5,50.1,2.2,61082,4067,46.0,2.9,1.8,0.7,36.0,3.1,11.8,2.1,4.3,1.4,193014,6979,43.8,1.7,3.0,0.6,49.2,1.7,1.9,0.4,2.1,0.6,265419,6814,51.4,1.6,18.0,1.1,21.8,1.2,2.3,0.5,6.5,0.7,691782,12408,62.3,0.9,23.0,0.8,11.4,0.6,0.9,0.1,2.4,0.3,265207,7649,18.4,1.1,63.2,1.5,13.5,1.1,1.1,0.4,3.7,0.7,128670,5365,24.9,1.9,34.5,2.1,15.9,1.6,16.7,1.9,8.0,1.3,117174,5246,36.3,2.0,36.6,2.1,22.0,1.5,3.5,0.9,1.6,0.6,10.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
0400000US30,30,Montana,494622,5533,36.1,1.1,18.8,0.8,22.3,0.9,13.1,0.7,9.7,0.6,37559,2541,42.3,3.2,6.7,2.1,3.6,1.0,42.7,3.5,4.7,1.5,39094,2975,14.8,2.6,0.5,0.3,5.0,1.6,75.0,3.4,4.7,1.6,22656,2150,21.9,4.7,1.9,1.2,10.7,3.1,9.1,3.2,56.3,5.3,11521,1519,14.3,4.5,0.6,0.9,51.3,6.6,8.6,3.4,25.2,6.5,61442,3465,9.1,2.0,6.2,1.6,66.1,2.6,6.4,1.6,12.1,1.9,22464,2210,11.7,2.5,1.2,0.7,23.7,4.1,16.2,3.9,47.2,4.9,9136,1586,48.4,8.8,2.6,3.0,35.0,8.1,12.4,4.1,1.6,1.5,25397,2080,44.3,4.7,4.6,1.8,49.1,5.1,0.8,0.5,1.2,1.1,38655,2798,58.6,4.1,18.5,3.3,16.7,3.0,1.4,1.0,4.8,2.0,116333,4490,61.8,2.3,23.3,1.8,11.6,1.2,0.7,0.3,2.6,0.7,52610,3533,17.0,2.6,65.5,3.8,13.3,2.6,1.0,0.8,3.2,1.2,27107,2367,27.4,4.1,30.6,4.5,14.1,2.7,15.8,3.4,12.1,3.6,30648,2633,49.8,3.8,23.2,3.5,20.8,3.3,4.3,1.5,1.8,1.0,10.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
0400000US31,31,Nebraska,981449,7079,36.0,0.6,17.1,0.6,23.4,0.6,10.2,0.4,13.2,0.4,44355,2570,58.2,2.6,1.6,0.8,6.0,1.3,30.4,2.4,3.9,1.0,67864,3377,16.9,1.8,0.5,0.5,6.0,1.1,71.8,2.4,4.7,1.2,104046,3837,19.9,1.7,1.9,0.4,11.5,1.3,5.6,1.0,61.0,2.2,27157,2494,15.7,2.5,0.7,0.5,47.8,4.5,7.0,1.5,28.9,3.5,115980,4607,12.1,1.4,5.4,0.8,67.2,2.0,4.6,0.9,10.7,1.3,50370,3109,15.7,1.9,0.9,0.5,21.8,2.4,14.6,2.3,47.0,2.8,18421,1901,46.6,5.8,2.3,1.9,36.8,5.4,11.2,3.8,3.1,1.6,74633,3717,49.1,2.7,2.8,0.8,45.5,2.7,1.4,0.6,1.2,0.5,80000,4635,49.1,2.0,18.9,2.2,23.2,2.2,2.4,0.9,6.3,1.1,235639,6497,62.5,1.3,24.9,1.4,9.8,0.9,0.7,0.2,2.0,0.4,78283,4110,15.6,1.9,68.0,2.6,13.6,1.9,1.0,0.6,1.8,0.6,43870,3350,19.2,2.7,35.7,3.4,16.1,2.7,18.1,2.5,10.8,2.2,40831,2668,41.5,3.5,30.8,3.4,22.7,2.8,4.2,1.2,0.9,0.6,10.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
0400000US32,32,Nevada,1298821,11890,27.6,0.6,27.6,0.6,26.8,0.6,8.4,0.4,9.6,0.5,23249,2412,23.8,4.9,8.6,3.4,4.5,1.7,51.1,5.7,12.0,3.7,78725,4794,15.7,2.3,1.2,1.3,7.5,1.5,70.2,2.9,5.3,1.5,51483,3920,29.7,3.0,1.3,0.7,16.0,2.7,5.3,1.4,47.7,3.7,27702,2998,18.7,4.3,1.0,1.1,57.7,5.6,3.9,1.9,18.7,4.0,160628,7249,9.4,1.1,3.0,0.8,74.9,1.9,2.9,0.6,9.8,1.1,65293,4363,14.1,2.2,3.7,1.1,28.1,3.0,5.7,1.3,48.5,3.3,22827,2761,51.0,6.2,3.2,2.0,34.5,5.7,6.9,2.8,4.4,2.7,77846,4322,36.0,2.8,4.6,1.5,53.1,3.0,3.6,1.2,2.7,0.9,140285,6214,39.0,2.5,27.0,2.5,23.3,2.1,3.3,0.8,7.5,1.3,197916,7023,65.1,1.9,20.1,1.5,12.2,1.3,0.6,0.3,1.9,0.5,339277,9631,13.0,1.0,66.3,1.5,15.1,1.0,2.1,0.4,3.5,0.5,57808,3966,13.9,2.2,37.7,3.3,14.4,2.5,16.3,2.9,17.7,3.3,55782,3807,37.4,2.7,33.2,2.9,21.9,2.5,4.3,1.6,3.2,1.4,12.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
0400000US33,33,New Hampshire,704847,6802,39.4,0.9,16.0,0.8,24.4,0.7,9.3,0.5,10.8,0.6,7488,1312,24.6,7.8,7.2,4.4,9.1,4.3,44.6,10.3,14.4,7.1,53954,3193,21.1,2.8,0.3,0.3,5.6,1.4,66.8,3.2,6.2,2.0,83682,3762,39.6,2.5,1.4,0.5,14.5,1.7,5.8,1.4,38.7,2.6,22169,2316,14.9,3.6,1.6,1.2,57.7,4.9,3.6,2.1,22.2,5.0,84334,4723,10.8,1.8,4.3,1.0,67.9,2.7,5.6,1.4,11.4,1.8,25621,2554,14.4,3.4,3.0,1.6,30.3,4.0,5.8,2.2,46.6,4.4,15775,1910,61.7,6.2,1.6,1.4,25.3,5.3,9.3,3.5,2.1,1.5,44878,3003,49.7,3.3,2.1,0.9,43.8,3.7,2.8,1.7,1.5,0.7,72545,4512,53.4,3.2,14.9,2.0,23.8,2.8,3.0,1.0,4.8,1.2,170425,5500,66.6,1.7,19.8,1.7,11.5,1.3,1.1,0.4,1.0,0.4,64776,4435,21.3,2.9,60.6,3.5,12.5,2.0,1.3,0.7,4.3,1.3,31960,3170,20.9,3.3,37.3,4.6,13.1,2.8,18.5,3.7,10.2,2.7,27240,2531,38.5,4.5,33.9,4.7,20.6,3.5,4.0,2.4,3.0,1.9,8.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
0400000US34,34,New Jersey,4369952,17577,41.2,0.4,16.9,0.4,24.2,0.4,7.2,0.2,10.5,0.3,11239,1766,26.3,6.0,4.7,3.9,6.3,3.5,54.8,8.3,7.8,4.1,247558,8871,19.1,1.3,0.6,0.3,6.5,0.7,69.1,1.6,4.7,0.8,360760,10465,40.1,1.2,1.3,0.3,17.2,0.9,4.2,0.5,37.2,1.4,151825,5873,23.4,1.7,1.0,0.4,51.7,1.8,4.1,0.8,19.7,1.8,476876,11573,12.8,0.7,4.5,0.5,67.8,1.1,3.5,0.4,11.5,1.0,264467,8867,13.8,1.1,3.1,0.6,23.0,1.4,7.8,0.8,52.3,1.5,126771,5407,61.2,2.3,1.7,0.7,26.5,1.9,7.8,1.2,2.7,0.8,367148,9241,52.7,1.3,3.7,0.5,39.8,1.2,2.6,0.5,1.2,0.3,571698,12970,58.7,1.0,16.6,0.9,17.4,0.8,1.9,0.3,5.3,0.6,1038328,15653,66.2,0.7,19.6,0.6,12.0,0.5,0.7,0.1,1.5,0.2,371645,10816,18.3,1.0,63.4,1.4,13.2,1.0,1.5,0.3,3.6,0.5,200119,7804,21.3,1.3,41.8,1.8,12.7,1.0,14.5,1.2,9.7,1.2,181518,7141,36.8,2.1,37.4,1.7,20.9,1.6,3.1,0.6,1.8,0.5,12.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
0400000US35,35,New Mexico,874753,9652,35.2,0.9,21.0,0.8,23.1,0.8,11.3,0.7,9.3,0.6,40594,3169,23.0,3.5,4.3,1.8,8.6,2.3,50.8,3.7,13.3,2.3,58820,5181,17.8,3.3,1.5,1.0,5.0,1.2,71.5,3.5,4.2,1.7,38152,3650,30.1,4.0,1.7,0.8,9.2,2.6,7.7,2.3,51.3,4.9,17865,2069,12.8,3.5,1.4,1.0,46.1,5.9,8.8,3.8,30.9,5.7,104187,5305,10.4,1.8,5.6,1.2,69.9,2.3,4.6,1.1,9.4,1.4,38501,3004,12.7,3.0,2.9,1.4,26.1,3.3,13.3,3.1,45.0,4.4,12724,1901,44.3,6.9,6.5,3.7,27.8,6.1,17.7,6.5,3.7,3.3,42540,3743,36.0,3.4,6.2,2.7,51.8,3.7,3.1,1.3,2.9,1.3,94875,4922,53.6,2.9,18.8,2.2,17.6,2.0,4.0,1.1,6.0,1.4,220826,6985,61.3,1.8,25.0,1.7,10.8,1.2,1.1,0.4,1.8,0.5,101237,5550,16.1,2.0,63.7,2.8,15.9,2.2,0.9,0.5,3.4,1.2,41844,3877,18.9,3.4,36.6,4.3,15.0,3.0,18.6,3.4,10.8,2.3,62588,4589,43.6,2.7,27.6,3.2,20.5,2.6,5.6,2.0,2.8,1.2,9.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
0400000US36,36,New York,9354155,26892,39.6,0.3,20.4,0.2,23.2,0.2,7.2,0.1,9.6,0.2,57066,4392,33.8,3.0,3.4,0.9,4.4,1.1,47.0,3.1,11.4,2.0,524696,12337,15.0,0.7,1.1,0.3,5.7,0.5,74.2,1.1,4.0,0.4,588566,11332,31.6,1.0,1.9,0.3,15.5,0.8,5.2,0.4,45.9,1.1,226317,6739,21.2,1.4,1.8,0.5,53.7,1.7,3.6,0.6,19.7,1.4,1010157,16677,11.8,0.5,5.8,0.4,70.2,0.7,2.8,0.2,9.4,0.5,482703,11639,11.4,0.7,4.2,0.4,22.6,1.0,7.4,0.6,54.4,1.2,280583,9442,61.4,1.3,2.1,0.4,27.0,1.3,6.5,0.6,3.0,0.5,739236,15067,50.4,1.1,6.3,0.5,39.9,1.0,2.0,0.3,1.3,0.2,1077330,19081,58.6,0.8,17.3,0.7,18.2,0.6,2.1,0.2,3.9,0.3,2572061,21703,61.5,0.5,24.5,0.4,11.4,0.2,0.9,0.1,1.7,0.1,908775,15306,20.0,0.7,63.0,0.9,12.4,0.6,0.9,0.2,3.7,0.4,467177,12963,22.6,0.9,43.7,1.2,11.1,0.7,12.5,0.9,10.1,0.8,419488,10444,35.5,1.2,38.8,1.2,20.7,1.0,2.8,0.3,2.2,0.3,14.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
0400000US37,37,North Carolina,4444989,19787,36.1,0.4,17.7,0.3,23.6,0.3,9.0,0.2,13.5,0.3,57686,3976,31.0,3.0,3.5,1.1,3.1,1.0,53.1,3.5,9.4,2.2,284855,8537,17.2,1.1,0.6,0.3,5.7,0.7,71.8,1.4,4.7,0.6,537836,13053,25.7,1.0,1.7,0.3,12.8,0.6,6.1,0.5,53.6,1.2,122079,6097,19.7,1.8,1.6,0.7,50.9,2.8,5.2,1.0,22.6,2.1,540483,12431,11.1,0.7,4.7,0.4,69.0,1.0,4.2,0.5,11.1,0.8,195925,6944,14.5,1.3,1.9,0.5,22.4,1.5,8.0,1.0,53.2,1.9,85554,5143,48.7,3.0,1.6,0.6,35.0,3.0,11.3,2.2,3.4,1.1,279300,8765,48.4,1.7,3.8,0.7,44.2,1.5,2.4,0.5,1.3,0.3,457502,12329,51.3,1.2,21.8,1.0,17.7,0.9,2.6,0.4,6.6,0.6,1028346,16207,65.2,0.9,21.0,0.7,11.1,0.5,0.9,0.2,1.8,0.2,441421,12079,17.2,0.9,61.7,1.2,16.1,1.0,1.3,0.4,3.6,0.4,216714,9354,25.0,1.8,33.6,1.7,14.1,1.2,16.9,1.3,10.3,1.2,197288,7125,38.8,2.0,35.5,2.0,17.6,1.3,4.5,0.8,3.5,0.8,10.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
0400000US38,38,North Dakota,391644,4960,35.9,1.1,17.1,1.0,21.6,0.9,12.8,0.6,12.6,0.7,41052,2103,47.6,3.0,0.6,0.3,7.3,2.0,36.2,3.1,8.3,2.4,28982,2685,19.1,4.3,0.2,0.2,6.8,2.2,67.7,4.3,6.3,1.7,24426,1961,21.2,3.8,2.2,1.0,14.3,3.4,7.7,2.5,54.6,4.9,13739,1633,19.9,5.3,1.7,1.3,38.5,5.6,10.2,3.9,29.6,5.3,41995,3084,8.9,2.1,6.2,2.0,68.5,3.6,4.3,1.7,12.2,3.1,23480,2212,15.7,3.7,1.8,1.8,21.5,4.4,9.9,2.3,51.1,5.4,6591,1222,42.9,10.3,1.9,2.0,35.8,10.4,11.9,6.4,7.5,4.6,20613,2226,45.8,5.5,3.8,2.2,48.2,5.7,1.3,0.8,0.9,0.9,28905,2802,57.2,5.7,15.6,3.6,16.4,3.2,2.9,1.6,7.8,2.6,94137,3724,57.8,2.6,28.4,2.4,10.9,1.5,0.7,0.3,2.2,0.5,31473,3189,18.0,3.9,66.2,4.8,9.1,2.9,2.3,1.3,4.4,2.0,16540,1707,18.9,4.1,23.4,4.1,18.6,4.0,21.9,4.3,17.2,4.3,19711,2293,41.7,5.8,30.8,8.1,18.8,4.6,6.2,2.6,2.5,1.4,11.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
0400000US39,39,Ohio,5437533,19954,35.6,0.3,17.3,0.2,23.6,0.3,7.7,0.2,15.8,0.2,56914,3219,39.2,3.0,3.8,1.4,6.6,1.5,40.5,3.3,9.9,1.9,288690,7768,16.8,1.1,0.8,0.4,7.0,0.8,70.5,1.4,4.9,0.6,844131,13922,25.3,0.7,1.8,0.2,12.5,0.6,5.9,0.4,54.6,0.9,151767,6029,19.6,1.7,1.6,0.5,52.6,1.9,4.9,0.8,21.3,1.5,634999,13935,12.3,0.6,3.9,0.4,68.5,0.8,3.9,0.4,11.5,0.6,251337,7119,12.4,1.0,2.2,0.5,23.4,1.5,8.7,0.9,53.3,1.7,96163,4830,50.0,2.6,4.2,1.4,31.0,2.3,10.8,1.9,4.0,1.0,334077,9714,46.9,1.2,4.2,0.6,44.5,1.3,2.6,0.4,1.8,0.3,524959,11346,50.2,1.2,18.0,1.0,21.4,0.8,2.2,0.3,8.2,0.6,1311457,16524,62.6,0.6,22.4,0.5,11.1,0.4,1.0,0.2,2.9,0.2,506514,11493,16.7,0.9,65.7,1.2,12.3,0.8,0.8,0.2,4.5,0.5,235115,7591,24.0,1.2,35.0,1.7,15.7,1.2,15.2,1.3,10.1,1.0,201410,7482,41.1,1.9,32.3,1.4,22.1,1.5,2.5,0.5,2.0,0.4,9.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
0400000US40,40,Oklahoma,1735761,9595,34.1,0.5,17.1,0.4,23.8,0.4,11.4,0.3,13.7,0.4,96515,3473,34.3,2.1,2.2,0.7,10.2,1.3,36.4,2.1,16.8,1.3,126836,4368,16.4,1.4,0.4,0.2,5.9,0.8,71.3,1.7,6.0,0.8,173489,5284,22.2,1.3,2.0,0.5,11.8,0.9,7.5,0.8,56.6,1.5,47516,2965,16.5,2.0,1.9,0.8,50.7,2.9,7.0,1.4,23.9,2.6,196160,5947,10.0,1.0,3.9,0.6,69.8,1.4,4.4,0.6,11.8,1.1,85108,3802,18.3,2.0,1.3,0.5,21.8,1.9,14.0,1.7,44.6,2.4,29203,2327,39.0,4.4,2.8,1.6,41.6,3.8,12.8,2.8,3.8,1.4,95889,4292,39.0,2.1,3.8,0.9,51.6,2.1,3.0,0.8,2.6,0.7,137996,4489,45.9,2.1,20.8,1.5,23.7,1.8,2.8,0.6,6.8,1.0,394769,8010,64.3,1.0,22.0,0.9,10.9,0.6,0.7,0.2,2.0,0.3,155852,6377,15.8,1.3,64.5,1.7,15.6,1.2,0.9,0.3,3.2,0.6,90299,4572,24.4,1.7,35.6,2.2,12.1,1.3,13.9,1.7,13.9,1.5,106129,4508,40.9,2.3,26.3,1.8,21.5,1.6,7.1,1.2,4.1,0.9,10.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
